selling_price,seller_type,Km_driven,owner_type,fuel_type,transmission_type,Mileage_KMpH,Engine_cc,max_power_bhp,Seats,No_year
5.95,200,61706,100,200,100,25.83,1498,99,5,6
5,100,6500,100,100,100,23.84,1199,84,5,3
7.6,200,72423,100,200,100,15.1,2179,140,7,9
5.2,100,90000,100,200,100,22.32,1582,126.32,5,9
1.3,100,90000,100,200,100,17,1405,71,5,12
7.25,100,60000,100,200,100,22.54,1396,88.73,5,4
6.29,200,43642,100,100,100,21.4,1197,83.1,5,7
2.65,200,56000,100,100,100,22.74,796,47.3,5,8
12.99,200,82000,100,200,100,12.99,2494,100.6,7,7
3.15,100,60000,100,100,100,23.95,998,67.05,5,8
8.5,200,91000,100,200,100,25.6,1498,97.9,5,5
8,100,100000,100,200,100,15.1,2179,140,7,10
6.5,100,12500,100,100,100,22,1197,81.8,5,4
6.5,100,88000,100,200,100,18.49,1493,100,7,6
4.85,200,78000,100,200,100,25.8,1498,98.6,5,8
3,100,60000,100,200,100,22.07,1199,73.9,5,10
9.5,100,30000,100,200,100,24.3,1248,88.5,5,5
1.6,100,90000,100,200,100,14.8,1998,68,5,16
10.25,200,85204,100,200,100,19.67,1582,126.2,5,6
6.2,100,100000,100,200,100,25.2,1248,74,5,5
6,100,95000,100,200,100,24.7,1047,69,5,5
1.1,100,13000,100,100,100,25.4,624,38,4,10
6.25,100,48000,100,100,200,21.4,1197,83.1,5,6
2.2,100,90000,100,200,100,20,1399,68,5,10
6,200,83000,100,200,100,15,1248,88.5,5,6
4,100,50000,100,100,100,15.7,1368,112.4,5,8
8.45,200,40500,100,200,100,22,1582,126.2,5,5
5.5,100,40000,100,100,100,21.21,1197,81.8,5,4
13.1,100,19000,100,200,100,20.5,1582,126.2,5,4
4.5,200,33700,100,200,100,24,1120,70,5,8
3.1,200,28000,100,100,100,21.1,814,55.2,5,9
6.69,200,35166,100,100,100,18.9,1197,81.86,5,3
17.5,100,13500,100,200,100,17.1,1956,170,5,3
1.65,200,64000,100,200,100,25.44,936,57.6,5,11
7,100,30000,100,200,100,24.7,1047,69,5,4
12.4,300,65273,100,200,100,15.4,2179,120,7,6
7.75,200,36000,100,100,100,20.73,1373,91.1,5,4
5.5,100,70000,100,200,100,26.59,1248,74,5,7
6.1,200,7000,100,100,100,22,1197,81.8,5,4
4.75,100,70000,100,200,100,23.2,1248,73.94,5,6
3.4,200,70000,100,100,100,21.5,1197,81.8,5,7
2,100,120000,100,200,100,19.09,1396,69,5,12
4.95,200,67248,100,100,100,20.73,1373,91.1,5,6
6.9,200,58000,100,100,100,16.2,1199,74,5,4
8.35,200,51000,100,200,100,25.47,1248,88.5,7,5
4.1,200,59000,100,200,100,20,1399,68.05,5,9
5.45,200,48000,100,200,100,27.4,1498,98.63,5,7
4.1,200,123273,100,200,100,26.59,1248,74,5,7
11,200,32500,100,100,100,15.8,1591,121.3,5,5
1.5,200,103000,100,100,100,19.7,796,46.3,5,16
2.8,100,60000,100,100,100,19.69,1198,67.04,5,7
3.1,100,50000,100,100,100,23.01,999,67,5,5
2.35,200,62900,100,100,100,20.92,998,67.1,5,11
10.35,200,19000,100,200,200,24.3,1248,88.5,5,3
6.9,100,70000,100,200,100,19.01,1461,108.45,5,7
14.25,200,104000,100,200,200,15.73,1968,174.33,5,9
4.85,200,19000,100,100,200,20.51,998,67,5,5
2.5,100,70000,100,200,100,23.57,1396,70,5,10
9.99,100,25000,100,200,100,22.1,1396,88.7,5,4
3.75,200,27894,100,100,100,21.79,998,67.05,5,8
6.2,100,50000,100,200,100,22.32,1582,126.32,5,9
7.4,100,74000,100,200,100,23,1498,98.96,5,4
6.85,200,4387,100,100,100,17.8,1198,86.7,5,3
2,100,90000,100,200,100,19.4,1405,70,5,9
7.7,200,44000,100,200,100,20.77,1248,88.76,7,7
11,200,116589,100,200,100,19.67,1582,126.2,5,5
6.3,100,35000,100,100,100,22,1197,81.8,5,4
6.25,200,70900,100,100,100,17,1497,118,5,6
5.5,100,60000,100,100,100,20.14,1197,81.86,5,5
7.89,200,54566,100,200,100,24.3,1248,88.5,5,6
3.5,200,76000,100,200,100,25.8,1498,98.6,5,9
5.95,200,87000,100,200,200,19.08,1582,126.32,5,9
12.75,200,55321,100,200,100,19.67,1582,126.2,5,5
2.1,200,72715,100,100,100,20.92,998,67.1,5,11
5.5,200,58000,100,200,100,19.3,1248,73.9,5,7
7.15,200,22218,100,100,100,18.6,1197,81.83,5,4
8.5,200,1001,100,100,200,19.56,1197,81.8,5,2
6.25,200,55000,100,200,100,28.09,1248,88.5,5,7
3.8,100,50500,100,200,100,27.28,1047,69,5,6
7.45,200,61000,100,200,200,28.4,1248,74.02,5,4
4,200,55000,100,200,100,24.4,1120,71,5,8
9.2,100,30000,100,200,100,22.1,1396,88.7,5,4
3.2,200,76602,100,100,100,20.36,1197,78.9,5,12
2.7,100,70000,100,100,100,24.7,796,47.3,5,5
7.9,100,25000,100,200,100,24.4,1498,98.63,5,3
7,200,77000,100,200,100,19.3,1248,73.9,5,5
6.95,200,77600,100,200,200,28.4,1248,74,5,4
2.85,200,45000,100,100,100,22.74,796,47.3,5,9
6.15,200,85000,100,200,100,22.9,1248,74,5,5
5.45,200,14000,100,100,100,19.49,1198,67.04,5,4
5.14,200,48900,100,100,100,16.47,1198,74,5,7
2.8,100,110000,100,200,100,23.08,1461,63.12,5,9
4,100,60000,100,200,100,13.5,2179,115,5,11
8,200,58230,100,200,100,15.1,2179,140,7,7
3.75,100,80000,100,200,100,19.3,1248,73.9,5,12
6.6,200,20332,100,100,200,21.4,1197,83.1,5,4
11.35,200,22128,100,200,100,23,1498,98.96,5,4
3.6,200,21900,100,100,100,24.7,796,47.3,5,3
5.25,100,80000,100,200,100,20.54,1598,103.6,5,9
3.5,100,78000,100,100,100,17,1497,118,5,14
5.3,100,25000,100,100,200,23.1,998,67.04,5,3
9.25,200,12000,100,200,100,24.3,1248,88.5,5,4
1.45,100,100000,100,100,100,19.7,796,46.3,5,15
3.3,200,18000,100,100,100,20.36,1197,78.9,5,13
3.25,100,120000,100,200,100,17.8,1399,67,5,10
5,200,30000,100,200,100,26,1498,98.6,5,7
7.95,100,10000,100,200,200,23.8,1498,78.9,5,3
5.5,200,91000,100,200,100,23.4,1248,74,5,8
9.5,100,90000,100,200,100,22.1,1396,88.7,5,4
4.8,200,92000,100,200,100,22.9,1248,74,5,7
10.95,200,37000,100,100,200,13,1591,121.3,5,6
6.9,200,58972,100,200,100,26,1498,98.6,5,7
4.25,200,59727,100,200,100,22.95,1248,74,5,4
7.8,200,53892,100,200,100,24.3,1248,88.5,5,5
7.7,200,20000,100,100,100,21.01,1197,81.8,5,5
7.9,200,69000,100,200,100,27.39,1248,74,5,3
4.9,200,66000,100,200,100,20.54,1598,103.6,5,9
15,100,50000,100,200,100,17.1,1956,170,5,4
6.6,200,54000,100,200,100,22.54,1396,88.73,5,6
2.13,100,35000,100,100,100,23.95,998,67.05,5,8
5.5,200,112000,100,200,100,23.4,1248,74,5,8
3,100,40000,100,100,100,23.95,998,67.05,5,6
7,100,90000,100,200,100,28.4,1248,74.02,5,4
8.11,200,37000,100,200,100,28.4,1248,74.02,5,4
15,100,25000,100,200,100,20.5,1582,126.2,5,4
11,100,53000,100,200,100,21.38,1396,88.7,5,5
8.95,200,73000,100,200,200,19.6,1461,108.45,5,6
6.55,200,115852,100,200,100,28.09,1248,88.5,5,6
5.78,100,13500,100,100,100,21.01,1197,81.8,5,3
3,100,110000,100,200,100,11.57,2179,138.1,7,13
3.25,200,45500,100,100,100,23.01,999,67,5,6
9.5,100,55000,100,200,200,22.15,1498,108.6,5,6
9,100,45000,100,200,100,23,1498,98.96,5,5
4.7,200,9400,100,100,200,23.1,998,67.04,5,5
7.75,100,35000,100,200,100,21.5,1497,108.5,5,4
3.29,200,18404,100,100,100,24.7,796,47.3,5,4
1.5,100,60000,100,100,100,18.9,1061,67,5,13
9.5,200,11000,100,100,100,18.88,999,123.24,5,5
13,200,91001,100,200,100,13.5,2477,175.56,7,9
6.95,200,33000,100,100,100,18.6,1197,81.83,5,5
5.2,100,100000,100,200,100,22.32,1582,126.32,5,10
3.4,200,15814,100,100,100,25.17,799,53.3,5,6
6.1,100,51000,100,200,100,25.1,1498,98.6,5,8
3.25,100,39000,100,100,100,25.17,799,53.3,5,4
4,200,116000,100,200,100,20.54,1598,103.6,5,10
6.5,100,46000,100,200,200,28.4,1248,74,5,4
3.1,200,60000,100,100,100,22.74,796,47.3,5,5
4,200,26000,100,100,100,25.17,799,53.3,5,4
2.45,200,54000,100,100,100,19,998,66.1,5,12
2.8,100,50000,100,100,100,25.17,799,53.3,5,5
5.1,200,36717,100,100,100,18.9,1197,81.86,5,4
8.95,200,45000,100,200,100,27.39,1248,74,5,5
6.41,200,26026,100,100,100,18.2,1199,88.7,5,5
4.8,200,65000,100,200,100,19.3,1248,73.9,5,6
4.5,200,114447,100,100,100,13.14,1798,160,5,13
2.62,200,88290,100,100,100,17.92,1086,62.1,5,12
9.8,200,100000,100,200,100,12.99,2494,100,7,9
3.1,100,20000,100,100,100,24.7,796,47.3,5,4
3.8,100,70000,100,100,100,20.51,998,67.04,5,7
4.8,100,17000,100,100,100,18.15,1198,82,6,3
8.3,200,57417,100,200,100,23.65,1248,88.5,5,6
7.5,200,16000,100,200,100,22.7,1498,89.84,5,7
5.65,200,130000,100,200,100,19.01,1461,108.5,5,7
5.5,100,45000,100,200,100,24,1186,73.97,5,5
6.15,100,60000,100,200,100,24.3,1248,88.5,5,6
2.7,100,120000,100,200,100,13.93,2179,138.03,7,11
10.5,200,3519,100,200,100,25.1,1248,88.5,5,3
1.85,200,82000,100,100,100,20.36,1197,78.9,5,14
3.8,100,100000,100,200,100,18.3,1991,147.9,5,11
5.3,100,50000,100,100,100,18.16,1196,86.8,5,4
13,100,43000,100,200,100,16,2179,140,7,5
6.7,200,5000,100,100,100,19,1194,94.68,5,3
7.8,100,45000,100,200,100,28.09,1248,88.5,5,6
7.25,200,66000,100,200,100,28.09,1248,88.5,5,6
3.2,100,100000,100,200,100,23,1396,90,5,11
5.25,200,85000,100,100,100,17,1198,73.75,5,6
2.4,200,60000,100,100,100,19.81,1086,68.05,5,12
8.25,200,30000,100,200,200,28.4,1248,74,5,3
1.06,100,60000,100,100,100,19.7,796,46.3,5,13
2.95,200,96000,100,200,100,17.8,1248,75,5,14
3.65,200,90000,100,100,200,14.5,1493,100,5,14
7,100,120000,100,200,100,24.2,1498,98.6,7,8
7.5,100,80000,100,200,100,14,2179,138.1,7,9
15.5,200,39000,100,200,200,23.3,1984,150,5,7
6.5,100,10000,100,100,200,21.4,1197,83.1,5,3
2.5,200,76000,100,200,100,20,1399,68,5,10
2.48,100,90000,100,200,100,17.8,1399,68,5,12
2.25,200,73000,100,100,100,21.1,1197,85.8,5,12
6.5,200,38000,100,100,100,18.6,1197,81.86,5,4
4.75,200,79975,100,200,100,23,1396,90,5,10
5.6,200,81475,100,200,100,23.59,1364,67.05,5,6
3.85,200,86000,100,100,200,23.1,998,67.04,5,8
7,200,35000,100,200,100,27.39,1248,74,5,4
18.5,200,86032,100,200,100,13.68,2393,147.8,7,5
2.2,100,90000,100,100,100,18.6,1199,76.8,5,8
5,100,31200,100,100,200,20.51,998,67,5,6
2.75,200,60000,100,100,100,22.74,796,47.3,5,6
7,100,72000,100,200,100,24.52,1248,88.5,7,7
7.85,200,26830,100,200,100,23,1396,90,5,4
9.4,200,50950,100,100,100,17.8,1497,117.3,5,5
2.05,200,36000,100,100,100,16.2,995,62.1,5,10
5.3,100,70000,100,200,100,24.4,1120,71.01,5,7
7.3,100,50000,100,100,200,21.21,1197,81.8,5,4
12.75,200,72000,100,200,200,15.8,2143,170,5,11
3.1,100,40000,100,100,100,20.3,998,68.05,5,4
7.21,100,13400,100,100,100,19,1194,94.68,5,3
9.5,200,71841,100,200,100,21.38,1396,88.7,5,5
7.5,200,10000,100,200,100,27.4,1498,98.63,5,3
4.5,200,54000,100,100,200,23.1,998,67.04,5,6
8.25,200,55000,100,200,100,24.3,1248,88.5,5,5
4.74,200,57000,100,200,100,20.5,1598,103.5,5,9
4.65,200,80000,100,200,100,19.3,1248,73.9,5,10
7.5,200,8700,100,100,200,21.4,1197,83.1,5,3
5.25,200,41000,100,200,100,20.14,1498,88,5,7
3.5,100,35000,100,100,100,17,1198,73.75,5,6
4.1,200,66000,100,200,100,25.83,1498,99,5,7
7.2,200,85000,100,200,200,19.08,1582,126.2,5,6
5,100,120000,100,200,100,23.59,1364,67.05,5,7
4.7,200,67000,100,100,100,16.1,1197,85,5,6
6.1,200,49726,100,100,100,21.01,1197,81.8,5,6
4.5,100,100000,100,200,100,22.54,1396,88.73,5,8
5.5,100,29000,100,100,100,17.3,1497,117.3,7,6
2.1,100,110000,100,200,100,21.12,1248,88.8,5,12
3.75,200,113528,100,200,100,23.2,1248,73.94,5,10
5.65,200,27726,100,100,200,20.89,1197,81.8,5,5
1.75,200,76444,100,200,100,23.03,1396,69,5,12
3.1,200,48285,100,200,100,19.4,1422,70,5,14
6.25,200,11000,100,100,100,18.9,1197,82,5,3
3.65,200,46260,100,100,100,22.3,799,53.26,5,6
10,100,50000,100,200,100,21.9,1498,98.6,7,6
3.5,200,57723,100,100,100,20.36,1197,78.9,5,8
4.85,200,83000,100,200,100,22.9,1248,74,5,9
5,200,35000,100,200,100,22.54,1396,88.73,5,5
3.25,200,40000,100,200,100,23.2,1248,73.94,5,11
7.5,100,104000,100,200,100,22.54,1396,88.73,5,4
5.49,100,80000,100,200,100,25.83,1498,99,5,6
1.25,100,30000,100,100,100,16.1,796,37,4,11
3,200,50000,100,100,100,20.36,1197,78.9,5,11
5.85,100,32000,100,100,100,18.6,1197,81.83,5,5
7.9,200,33000,100,100,100,18.6,1197,81.86,5,4
4.11,200,22000,100,100,100,20.51,998,67.04,5,7
4.48,100,10000,100,100,200,24.04,999,67,5,3
15.75,200,23000,100,200,100,19.67,1582,126.2,5,3
5.25,200,71000,100,200,100,20.54,1598,103.6,5,9
5.6,200,81500,100,200,100,23.59,1364,67.1,5,8
2.22,100,30000,100,200,100,19.09,1405,69.01,5,8
4.2,100,43000,100,100,100,20.89,1197,81.8,5,5
3.53,200,26500,100,100,100,23.01,999,67,5,3
5.65,200,22574,100,100,200,20.89,1197,81.8,5,5
6.5,100,55000,100,200,100,23.65,1248,88.5,5,7
2.73,200,55230,100,100,100,23.95,998,67.05,5,10
8.5,200,62000,100,200,100,24.3,1248,88.5,5,6
7.9,200,58000,100,100,100,17,1497,121.31,5,3
3.65,200,95000,100,200,100,21.14,1498,103.52,5,10
10.4,200,66000,100,200,100,19.67,1582,126.2,5,5
2.8,200,50418,100,100,100,22.74,796,47.3,5,9
6.5,200,51306,100,200,100,23.4,1248,74,5,5
5,100,21200,100,200,100,25.83,1498,99,5,6
8.95,200,89000,100,200,100,24.3,1248,88.5,5,4
4,100,132000,100,200,100,24.4,1120,71,5,6
8.5,200,85000,100,200,100,19.87,1461,83.8,5,5
9.21,100,52500,100,200,100,21.38,1396,88.7,5,6
4.2,100,5000,100,100,100,19.49,1198,67.04,5,5
3.65,200,74000,100,100,100,19.4,1198,86.8,5,9
11.7,100,50000,100,200,200,16,2179,140,7,7
2.75,200,67000,100,200,100,20,1399,68,5,12
3,200,54938,100,100,100,24.7,796,47.3,5,5
7.39,200,14000,100,200,100,28.4,1248,74,5,4
11.95,200,54000,100,200,200,17.01,1582,126.2,5,5
9,200,91062,100,200,100,24.3,1248,88.5,5,5
3.25,200,82000,100,200,100,21.64,1461,84.8,5,10
13.2,200,67067,100,200,100,16,1997,140,7,7
10,200,72248,100,200,100,19.67,1582,126.2,5,7
8.8,200,50000,100,200,200,22.32,1582,126.32,5,5
6,100,16500,100,100,100,20.85,1197,83.14,5,7
4.9,200,40876,100,100,100,16.6,1199,88.51,5,7
3.21,100,110000,100,200,100,25,1396,69.01,5,7
4.65,200,94000,100,200,100,13.7,2197,138,7,11
3.5,100,70000,100,200,100,25.32,1198,77,6,6
14.67,100,20000,100,100,100,14.28,1798,138.03,5,4
2.65,200,93000,100,200,100,20,1399,68,5,12
7,100,50000,100,200,100,28.4,1248,74.02,5,5
14.25,100,15000,100,200,100,17.6,2179,153.86,7,3
2.9,100,105000,100,100,100,18.5,1197,82.85,5,9
3.9,100,64000,100,200,100,25.32,1198,77,6,5
7.8,100,8600,100,100,100,19,1194,94.68,5,3
4.36,200,11999,100,100,100,20.51,998,67.04,5,6
4.75,200,47000,100,100,100,17,1197,80,5,9
2.75,100,70000,100,200,100,25.44,936,57.6,5,9
6.45,200,15000,100,100,200,18.9,1197,81.86,5,4
2,100,110000,100,100,100,23.01,999,67,5,5
5.4,200,85000,100,200,100,19.6,1461,108.45,5,8
4.5,200,18000,100,100,100,18.9,998,67.1,5,8
8.75,100,14000,100,200,100,21.5,1497,108.5,5,4
3.8,200,35914,100,100,100,23.01,999,67,5,5
6.5,200,18000,100,100,100,20.85,1197,83.14,5,4
3.25,200,83004,100,200,100,23.2,1248,73.94,5,10
16.5,200,52100,100,200,200,16.55,1968,140,5,8
5.5,100,70000,100,100,200,17.1,1591,121.4,5,9
1.9,100,50000,100,100,100,20.36,1197,78.9,5,11
3,100,60000,100,100,200,20.51,998,67,5,7
4.75,200,75137,100,200,100,26.59,1248,74,5,7
6,100,32700,100,100,100,18.16,1196,86.8,5,5
9.5,100,35000,100,100,200,17,1591,121.3,5,4
7.2,100,29000,100,200,100,28.4,1248,74.02,5,4
7.5,100,50000,100,200,100,22.54,1396,88.73,5,4
12.85,200,110000,100,200,100,12.99,2494,100.6,7,7
2.5,200,35000,100,100,100,22.74,796,47.3,5,8
5.1,200,63786,100,200,100,21.9,1396,88.76,5,9
5,100,100000,100,100,100,13.14,1798,157.8,5,10
8.25,200,55000,100,200,100,15,1896,105,5,10
4.5,200,26653,100,100,100,19.4,1198,86.8,5,8
5,200,48000,100,100,100,17,1497,118,5,12
4.7,200,10290,100,100,200,20.3,1086,68,5,3
2.45,200,97000,100,100,100,20.36,1197,78.9,5,15
2.5,100,80000,100,200,100,25,1405,69,5,7
5.5,100,110000,100,200,100,23.4,1248,74,5,5
6.1,200,85000,100,200,100,22.54,1396,88.73,5,7
6,100,8000,100,100,100,19.83,1198,67,7,4
5.2,200,65100,100,200,100,25.2,1248,74,5,7
4.45,200,9000,100,100,200,23.01,999,67,5,4
16,200,85875,100,200,200,13.2,1995,170,5,8
2.3,200,78000,100,100,100,20.36,1197,78.9,5,12
5,100,25000,100,100,100,16.95,1498,97.6,5,7
6.85,200,45498,100,200,100,26.21,1248,88.5,5,8
9.5,200,58511,100,200,100,24.3,1248,88.5,5,4
5,200,8973,100,100,100,20.51,998,67.04,5,4
6.25,200,102719,100,200,100,22.7,1498,89.84,5,8
11,100,25000,100,200,100,23.7,1493,98.6,5,3
2.75,200,64684,100,100,100,20.36,1197,78.9,5,14
2.95,200,88126,100,200,100,16.8,1493,110,5,12
5.25,200,43000,100,100,100,16.47,1198,73.9,5,8
3.9,200,66000,100,200,100,23.2,1248,73.94,5,8
12.5,200,4386,100,100,100,17.4,1497,117.6,5,2
8.15,200,10597,100,100,100,18.7,1199,88.7,5,3
8,200,119458,100,200,100,12.8,2494,102,7,11
10.6,200,14000,100,100,200,18.15,998,118.35,5,3
4.85,200,38000,100,100,100,20.35,1197,81.86,5,9
4.2,200,73000,100,200,100,22.07,1199,73.9,5,9
1.8,100,70000,100,200,100,25.44,936,57.6,5,9
4.9,200,66000,100,200,100,23.59,1364,67.06,5,7
6.4,200,25000,100,100,100,16.78,1496,88.73,5,5
3.5,200,99008,100,200,100,22.9,1248,74,5,11
3.75,200,45000,100,100,200,19.2,1197,80,5,11
8.45,200,40667,100,200,100,25,1493,113.42,5,5
8.5,100,90000,100,200,100,15.1,2179,140,7,9
5.35,200,21585,100,100,200,18.9,1197,81.86,5,4
6,200,25000,100,200,100,25.5,1498,98.6,5,4
1,100,50000,100,100,100,18.2,1061,64,5,15
5.5,200,80400,100,100,200,16.8,1497,116.4,5,9
4.6,200,69000,100,200,100,24.7,1498,98.63,5,7
5.65,200,101000,100,200,100,28.4,1248,74,5,7
2.1,100,70000,100,100,100,21.1,814,55.2,5,6
5.5,100,70000,100,200,100,12.8,2494,102,7,11
6.25,100,20000,100,100,100,18.9,1197,81.86,5,4
4.45,200,70000,100,200,100,21.9,1396,88.76,5,9
6.5,200,76000,100,200,100,27.39,1248,74,5,6
10.75,200,70763,100,200,200,22.15,1498,108.6,5,5
3.95,200,60000,100,200,100,17.8,1248,75,5,10
5.3,200,65922,100,100,100,18.6,1197,81.83,5,7
10.25,200,36000,100,200,100,25.1,1248,88.5,5,4
7.4,200,5600,100,100,100,19,1194,94.68,5,3
3.5,200,93000,100,100,100,15,1598,103.52,5,10
3.7,200,20000,100,100,100,21.1,814,55.2,5,7
12.75,200,62000,100,200,200,17.01,1582,126.2,5,6
3.55,200,55000,100,100,100,15.37,1196,73,5,6
3.5,100,40000,100,100,100,22.5,999,67,5,4
5.85,100,20600,100,100,100,18.6,1197,81.83,5,4
7.25,200,24000,100,100,100,18.6,1197,81.83,5,5
5.15,200,48000,100,200,100,24.4,1120,71.01,5,8
1.8,200,31000,100,100,100,17.7,1497,78,5,16
6.9,200,73389,100,200,100,22.7,1498,89.84,5,7
8.5,100,50000,100,200,100,26,1498,98.6,5,6
4.51,200,74100,100,200,100,25.2,1248,74,5,8
5.9,100,5000,100,100,200,23.84,1199,83.83,5,3
3.9,100,80000,100,300,100,19,1197,85.8,5,7
6.8,200,77000,100,200,100,21.14,1498,103.6,5,7
2.1,200,49650,100,100,100,19.7,796,46.3,5,12
9.5,200,37000,100,100,100,17.8,1497,117.3,5,5
15.75,300,46241,100,200,100,16,2179,138,7,3
12.5,200,83300,100,200,200,17.2,1968,138.03,5,8
12.45,200,88000,100,200,200,17.01,1582,126.2,5,6
3.65,200,78000,100,100,200,16.95,1197,78.9,5,11
2.25,100,52000,100,100,100,22.74,796,47.3,5,6
5.95,200,62000,100,100,100,20.85,1197,83.14,5,7
4.5,200,31000,100,100,100,18.9,1197,82,5,8
5.11,200,28000,100,100,100,18.9,1197,82,5,5
3.1,100,15000,100,100,100,24.7,796,47.3,5,4
2.5,100,70000,100,100,100,22.74,796,47.3,5,6
3.3,100,120000,100,100,100,20.36,1197,78.9,5,9
7.3,200,75100,100,200,200,19.6,1461,108.45,5,6
7,200,47000,100,100,200,17.21,1197,103.5,5,5
3.5,100,48000,100,100,100,19.49,1198,67.04,5,7
1.55,200,64857,100,200,100,20,1399,68,5,12
5,100,40000,100,100,100,18.16,1196,86.8,5,6
2.3,200,59740,100,100,100,20.36,1197,78.9,5,13
1.5,100,90000,100,100,100,16.36,1495,93.7,5,13
5.9,200,75815,100,200,100,20.14,1498,88.5,5,6
3.6,200,72000,100,200,100,28.4,1248,74,5,10
8.5,100,90000,100,200,100,21.5,1497,108.5,5,4
9.75,100,40000,100,200,100,22,1582,126.2,5,4
4.31,200,19010,100,100,100,23.1,998,67.04,5,7
7,100,100000,100,200,100,15.1,2179,140,7,9
7.95,200,90327,100,200,100,19.33,1968,138.1,5,9
5.98,200,31834,100,200,100,24,1186,73.97,5,4
2.5,100,25000,100,100,100,18.2,1199,84.8,5,9
4.7,200,32388,100,100,200,21.63,998,67.04,5,5
7,100,60000,100,200,100,25.4,1186,73.97,5,3
2.52,100,50000,100,100,100,25.17,799,53.3,5,6
2.3,100,110000,100,200,100,18.1,1493,110,5,14
17.9,200,5400,100,100,200,16.8,1353,138,5,3
2.5,100,120000,100,200,100,20,1399,68.1,5,9
8,100,110000,100,200,100,24.3,1248,88.5,5,6
5.7,200,15000,100,200,100,25.32,1198,77,5,5
5.2,200,75000,100,200,100,23,1396,90,5,7
4.25,200,1001,100,100,200,23,999,67,5,2
7.25,200,52000,100,200,100,28.09,1248,88.5,5,5
11.99,200,66000,100,100,200,13,1591,121.3,5,5
5.4,200,78389,100,200,100,24,1120,70,5,7
6.6,200,64000,100,200,100,22.54,1396,88.73,5,7
6.3,100,20000,100,100,100,18.6,1197,81.86,5,3
4.3,200,54892,100,200,100,23.59,1364,67.06,5,8
7.9,200,22200,100,200,200,28.4,1248,74.02,5,2
4.75,200,82000,100,200,100,27.3,1498,98.6,5,7
7.5,100,8345,100,100,200,19,1199,88.76,5,3
3.11,200,45000,100,200,100,23.2,1248,73.94,5,11
3.85,200,75000,100,200,100,23.2,1248,73.94,5,6
4.5,100,54000,100,200,100,22.9,1248,74,5,9
6.43,200,37903,100,100,100,18.9,1197,81.86,5,5
2.95,200,71500,100,100,100,23.1,998,67.04,5,7
6.95,200,72000,100,200,100,26.59,1248,74,5,7
5.35,100,5000,100,200,100,24,1120,70,5,6
3.2,100,30000,100,100,100,20.3,998,68.05,5,5
4.5,200,80000,100,200,100,19.87,1461,83.8,5,9
4.65,200,83500,100,200,100,15.11,1598,103.6,5,9
4,200,30000,100,200,100,21.9,1396,90,5,9
3.1,100,80000,100,200,100,21.1,1248,73.9,5,11
9.7,200,26473,100,200,100,21.9,1498,98.6,7,3
6,200,21689,100,100,200,18.9,1197,82,5,6
6.5,100,13300,100,100,100,22,1197,81.8,5,4
5.4,100,20000,100,100,200,23.84,1199,83.83,5,3
1.75,100,50000,100,100,100,20.36,1197,78.9,5,14
5.99,200,37000,100,100,200,19.1,1197,82,5,4
6.25,200,72000,100,200,100,22.54,1396,88.73,5,7
10.75,100,20000,100,100,100,17.4,1497,117.6,5,3
3.5,200,48216,100,100,100,20.36,1197,78.9,5,12
5.5,200,115958,100,200,100,22.32,1582,126.3,5,7
2.15,100,36000,100,100,100,19.81,1086,68.05,5,10
7.75,200,6258,100,100,200,17.4,1197,81.86,5,3
3.6,100,120000,100,200,100,20,1399,68.05,5,7
7.5,100,25000,100,200,100,20.14,1498,88,5,5
7.3,100,80000,100,200,100,19.87,1461,83.8,5,5
4.35,200,62000,100,200,100,21.9,1396,88.76,5,9
5,200,138489,100,200,100,15.1,2179,140,7,10
4.95,200,21000,100,100,100,20.4,1197,83.11,5,5
3.5,100,30000,100,200,100,25.32,1198,77,6,6
2.75,200,85000,100,200,100,17.8,1248,75,5,14
2.7,100,80000,100,100,100,23.95,998,67.05,5,8
8.5,200,64500,100,200,100,24.3,1248,88.5,5,5
7.5,100,110000,100,200,100,15.1,2179,140,7,8
6.87,200,23243,100,100,100,21.4,1197,83.1,5,6
3,200,69000,100,100,100,20.36,1197,78.9,5,12
9.7,100,8600,100,100,100,17.4,1497,117.6,5,4
7.5,100,30000,100,200,100,28.09,1248,88.5,5,7
2.45,200,56700,100,100,100,20.36,1197,78.9,5,13
4.3,200,8000,100,100,200,24.04,999,67,5,4
17,200,65000,100,200,200,17.9,2143,136,5,8
7.75,200,18000,100,200,200,28.4,1248,74.02,5,4
4.21,200,49508,100,200,100,21.5,1248,88.8,5,10
6.75,200,9000,100,100,100,17.19,1197,81.86,5,3
4.25,200,64300,100,200,100,24,1120,70,5,6
3.75,100,70000,100,200,100,21.12,1248,88.8,5,10
6.5,200,68297,100,200,100,25.2,1248,74,5,7
10.5,100,25000,100,100,100,17.4,1497,117.6,5,4
4.59,200,41600,100,100,100,16.2,1599,103.2,5,11
6.9,100,14000,100,100,200,21.21,1197,81.8,5,3
6.5,100,55000,100,200,100,25.4,1186,73.97,5,4
15,100,20000,100,200,100,17,1956,138.1,5,3
2.9,100,35000,100,100,100,24.7,796,47.3,5,5
3.7,200,62400,100,100,100,18.9,998,67.1,5,7
2.5,200,39054,100,100,100,19.81,1086,68.05,5,13
3.11,200,21444,100,100,100,24.7,796,47.3,5,5
17,100,42000,100,200,100,17.1,1956,170,5,4
9,200,65436,100,200,100,15.1,2179,140,7,8
